,URL,TEXT,WIDTH,HEIGHT,similarity,punsafe,pwatermark,AESTHETIC_SCORE,hash
49713,https://i.pinimg.com/originals/c8/97/94/c89794311819e607930d94be0e9426a2.jpg,Modern classic suit | Classic Style for Men | Pinterest | Fashion ...,571.0,858.0,0.33178070187568665,0.09498477,0.41290748,6.5277624,2702589884720406385
49862,https://i.dailymail.co.uk/i/newpix/2018/02/24/04/4983F80500000578-5429251-Moon_said_before_the_dinner_that_he_planned_to_raise_the_issue_o-a-10_1519447378501.jpg,Moon said before the dinner that he planned to raise the issue of talks between North Korea and the United States with Ivanka,962.0,578.0,0.36740684509277344,0.0011005998,0.20722346,6.5616508,2831878791681368914
49869,https://www.kellyselzlerphotography.com/images/640/2020-01-8575-Edit-Edit.jpg,"warm, cozy, glow, lodge, wintertime, emerald lake, yoho national park",640.0,512.0,0.38351109623908997,2.8653865e-05,0.20831846,6.933412,-561359749056515778
49890,https://cdn.acidcow.com/pics/20160518/old_photos_vintage_war_19.jpg,Historic Photos Show True Love In The Time Of War (35 pics),700.0,671.0,0.2906038165092468,9.200236e-05,0.07504948,6.649707,-8602220588781669995
49902,https://www.royal-painting.com/largeimg/Edouard%20Cortes/52039-Edouard%20Cortes-Place%20de%20Clichy.jpg,place de clichy by edouard cortes oil painting reproduction. Black Bedroom Furniture Sets. Home Design Ideas,900.0,647.0,0.346407413482666,1.3072206e-06,0.037908405,6.954004,-3677606183535107434
49955,"https://static.wixstatic.com/media/5fb1ae_fd14935b3b2446fabdc13f2fc7fbe923~mv2.jpg/v1/fill/w_683,h_551,al_c,q_85,usm_0.66_1.00_0.01/5fb1ae_fd14935b3b2446fabdc13f2fc7fbe923~mv2.jpg","""""""""""""""Half Dome from Tunnel View"""""""" (20""""""""x24"""""""")""""""",683.0,551.0,0.3214982748031616,1.0101354e-07,0.07530269,6.5085254,-5305321643831839540
50229,https://thumbs.dreamstime.com/b/floating-gate-itsukushima-shrine-vector-illustration-98848267.jpg,Floating gate of Itsukushima Shrine stock illustration,800.0,636.0,0.3476199507713318,0.0005170405,0.50315464,6.606154,1366190790593687587
50388,http://www.howtopastel.com/wp-content/uploads/2015/05/Lorenzo-Chavez-Highline-In-Winter-pastel-on-Canson-16-x-20-in.png,"""Pastel favourites: Lorenzo Chavez, """"Highline In Winter,"""" pastel on Canson, 16 x 20 in""",647.0,533.0,0.33191820979118347,1.5403828e-07,0.16186467,6.6681767,2716659281208255151
50617,https://sr.gallerix.ru/_EX/2037947957/348840332.jpg,Isaak Levitan - Quiet Monastery. 900 Classic russian paintings,800.0,630.0,0.35737958550453186,6.254728e-06,0.28128043,6.592192,2047688190820164322
50706,https://infotainworld.com/wp-content/uploads/2016/03/ironWorkers-on-Empire-State-building-signaling-the-hookman.jpg,photos of Ironworkers during work,760.0,612.0,0.31131452322006226,0.0006224811,0.5832256,6.6639104,4037862397891283631
50847,http://www.paulkilleenphotography.com/wp-content/uploads/2015/08/Blue-Hour-At-Bay-Bridge-June-2015.jpg,Blue Hour At Bay Bridge,900.0,600.0,0.32864871621131897,1.8340054e-06,0.11322372,6.6092315,-5193892662655016911
50942,https://i0.wp.com/luxebeatmag.com/wp-content/uploads/2018/11/Daniel_Ridgway_Knight__In_Winter.jpg?resize=784%2C640&amp;ssl=1,Long Lost Painting by Daniel Ridgway Knight Surfaces,784.0,640.0,0.3285098373889923,7.919082e-05,0.048906516,6.737245,-5246592539429006235
50980,https://cdn.gallerix.asia/sr/L/356510015/291.jpg,The Children of James Todd. William Logsdail,800.0,524.0,0.30599185824394226,5.799465e-06,0.05071351,6.541403,5655168626166461056
51009,https://s.yimg.com/aah/christmastreehill/cobble-hill-jigsaw-puzzle-1000pcs-smokey-train-4.jpg,Cobble Hill Jigsaw Puzzle - 1000pcs - Smokey Train,900.0,651.0,0.3386390209197998,1.4349522e-06,0.03858975,6.889466,4225378867711297664
51048,https://www.detoursenfrance.fr/sites/art-de-vivre/files/styles/large/public/bordeaux_miroir_eau_credit_jean-michel_destang.jpg?itok=FU7yyYtQ,Les plus belles places de france d tours en france for Miroir bordeaux,900.0,599.0,0.33230483531951904,0.000102965845,0.10690097,6.6037025,-7848751167103216088
51105,https://i2.wp.com/www.kulturverk.com/wp-content/uploads/2016/02/Charis-Tsevis-_African-bricks.jpg?resize=620%2C620,Charis Tsevis _African-bricks,620.0,620.0,0.36480873823165894,2.7489064e-05,0.18893342,6.650671,-3334460703535623578
51124,https://i.pinimg.com/736x/ac/7d/ad/ac7dadd09e03992119ed603a214c9c4f--george-callaghan-james-griffin.jpg,George Callaghan - The Winding Road,714.0,700.0,0.3836429715156555,5.9233935e-06,0.1091127,6.8329344,-7027528085861488819
51165,https://photos.smugmug.com/photos/i-Gr2DN9w/0/L/i-Gr2DN9w-L.jpg,Moraine Lake Sunrise,800.0,534.0,0.3291584551334381,1.8278713e-06,0.21691981,6.5079927,2993506741028245048
51248,"https://cdn.artcld.com/img/w_640,h_640,c_fit/ulhkhawxkhqj0qsoz2la.jpg","""Julie Houck | Beginning Again | Oil on Canvas Mounted on Panel | 10"""" X 10"""" ",,640.0,,1.1738654e-06,0.20200989,6.510054,1232951816259564798
51420,https://121clicks.com/wp-content/uploads/2014/04/rembrandt_harmenszoon_van_rijn_22.jpg,Classical Paintings by Rembrandt Harmenszoon van Rijn,600.0,710.0,0.3078884482383728,0.00014457107,0.19482183,6.7368903,4677914192032939171
51697,https://www.artmajeur.com/medias/standard/p/h/phil-couture/artwork/11218441_img-3985.jpg,"""""""Painting titled """"""""Katsunosuke"""""""" by Phil Couture, Original Art, Oil""""""",720.0,713.0,0.2898170053958893,0.000117687734,0.21152575,6.6231623,-8764022261332782116
51758,"https://res.cloudinary.com/fleetnation/image/private/c_fill,g_center,h_640,w_640/v1558948338/psmawtwluw8idmjlcv9o.jpg","""""""Reflecting at the Vermillion Lakes"""" stock image""",640.0,640.0,0.3192141354084015,1.604551e-06,0.38640016,6.7067266,-3471130188590784195
51760,https://images.fasocdn.com/23004/1937570x800.jpg?v=201606072344&cv=201606072344,Mike Wise |Impressionist Oil painter,800.0,622.0,0.32139965891838074,4.158621e-07,0.028740438,6.807905,3764404031534219900
52037,https://images.squarespace-cdn.com/content/5bbcc723d745627f13ec5478/1542372749401-ZZYLK6FADP7ASPTTKMLK/image-asset.jpeg?content-type=image%2Fjpeg,"🎨☕Currently obsessed with paintings showing afternoon tea. Do you want to see some more? 🔹Charles Joseph Frédéric Soulacroix (1825 - 1879), private collection🔹 #art #afternoontea",640.0,800.0,0.3507501482963562,1.1118127e-05,0.11081649,6.63548,-7149935848983726962
52062,http://vuing.com/wp-content/uploads/2016/10/elegant-graceful-beautiful-dance-photography-22-800x558.jpg,elegant-graceful-beautiful-dance-photography-22,800.0,558.0,0.32715699076652527,0.0024323165,0.2351721,6.5628843,-8317228846419800367
52126,http://images.fineartamerica.com/images-medium-large/2-scullers-at-coal-harbour-neil-woodward.jpg,Scullers At Coal Harbour Painting,653.0,900.0,0.3221246898174286,5.1668972e-05,0.09867848,6.5575185,-1183154128429528671
52179,https://www.itgirl.hr/images/tekstovi/stars/5805/alessandra-ambrosio-swimwear-editorial-2015-06_cr.jpg,alessandra-ambrosio-swimwear-editorial-2015-06 cr,650.0,757.0,0.32335352897644043,0.9974114,0.4433613,6.74899,1347275506487733705
52212,http://4.bp.blogspot.com/-ABuJuQZxcms/ULH3MJzm5wI/AAAAAAACPNA/3rYhKpeNRK4/s1600/Eugene+Paprocki+1971+-+American+Impressionist+painter+Tutt&,Eugene Paprocki 1971 ~ American painter | The impressionist city,840.0,630.0,0.32566654682159424,7.6232086e-06,0.045510884,6.887336,-2817700098925793682
52247,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/8e5ca10e-3ab8-4e3c-9e1f-ea905c0b216c/d6vkhhq-eab19406-fe23-4ab8-870b-d1acf3b3242e.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwic3ViIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsImF1ZCI6WyJ1cm46c2VydmljZTpmaWxlLmRvd25sb2FkIl0sIm9iaiI6W1t7InBhdGgiOiIvZi84ZTVjYTEwZS0zYWI4LTRlM2MtOWUxZi1lYTkwNWMwYjIxNmMvZDZ2a2hocS1lYWIxOTQwNi1mZTIzLTRhYjgtODcwYi1kMWFjZjNiMzI0MmUuanBnIn1dXX0.a48gg-5WGjehrZpy4bgoFNza1CQT07TbCgXqwICx5bg,"Blue Eyes, Red lips by weiliwonka",566.0,800.0,0.29514724016189575,0.0006285608,0.35188144,6.917386,-5100264237263952463
52289,https://i.pinimg.com/originals/c3/d7/e5/c3d7e5d5b95d8526b7c817c855f908b7.jpg,Best Of Pastel Pointers Painting Greens In The Landscape Pastel Landscape Landscape Art Landscape Paintings,600.0,600.0,0.3167981505393982,4.364285e-06,0.3637061,6.607716,2320064128754355173
52338,https://i2.wp.com/nancypolo.com/wp-content/uploads/2018/08/Nancy-Polo-Paper-Hair-Fabric-Light-800x600px-72dpi.jpg?resize=800%2C600,"A woman with blond hair stands behind her desk, backlit by two large windows with cream curtains in a dark green room, as she combs her daughter's hair. On her desk lay various sheafs of paper and a laptop computer.",800.0,600.0,0.28548499941825867,0.00022155046,0.11174409,6.5675607,-3461411058617246283
52355,https://1.bp.blogspot.com/-IVOgsKi9IKw/UGysJQoDwGI/AAAAAAACDzo/uWW_JXCdUHI/s1600/Aldo+Balding+1960+-+British+Figurative+painter+%252812%2529.jpg,Aldo Balding 1960 | British Figurative painter,642.0,780.0,0.3124750256538391,4.8043225e-06,0.15112366,6.8866744,-4415213240918694350
52360,https://i.pinimg.com/736x/46/8c/5c/468c5c85a790783e8ae7ed51d7971945.jpg,Beautiful and Artistic Self-Portraits by Vivian Maier – Fubiz Media,736.0,736.0,0.3542218804359436,2.9569878e-06,0.08600022,6.670931,1145486159600074578
52369,https://photos.smugmug.com/photos/i-StStTj2/0/L/i-StStTj2-L.jpg,"Shelter Cave & Milky Way, Sea Ranch, California",800.0,533.0,0.3446092903614044,1.8262432e-05,0.096287444,6.544924,2815591462940592160
52375,https://cdn.shopify.com/s/files/1/0014/7672/2735/products/product-image-280325195_1024x1024.jpg?v=1539729652,London - DIY Painting By Numbers,800.0,618.0,0.3189341425895691,4.7688198e-05,0.06435992,6.8178744,8141894066348249212
52429,http://webneel.com/sites/default/files/images/project/Bryce%20Cameron%20Liston%20oil%20painting%20(2).jpg,Bryce Cameron Liston oil painting (2),550.0,720.0,0.3053480386734009,0.0001719594,0.23572579,6.5152955,-6063167374565249080
52607,https://photos.smugmug.com/photos/i-mwJ3vGt/1/L/i-mwJ3vGt-L.jpg,One of the largest waterfalls in NW Iceland before our departure for Greenland.,800.0,534.0,0.3109676241874695,1.7222184e-06,0.29251716,6.501606,-3600947446379185255
52643,https://cdn.shopify.com/s/files/1/1000/7764/products/SC_035_Summer_Castle_Pulverbatch_1024x1024.jpg?v=1457003584,"Fine Art Greeting Card, Pastel, Landscape with Sheep",750.0,750.0,0.3014765977859497,4.52409e-06,0.11259086,6.6938057,-2261722377990906246
52697,https://lh3.googleusercontent.com/Sj4rrfLnZhOZsXRLQ-sKUHt8EJ6kq3Mfu5CbQw73ZAe7V_o1cYzGa1tgJDs0YljbwW-enpa6b93w8UzvpJwSsmxw=s900,"by Maggie B - City,  Street & Park  Historic Districts ( lights, winter, snow, night, architecture, city )",900.0,600.0,0.3170340061187744,0.0006468594,0.04488725,6.539012,5452917249580005150
52740,https://cdn.cnn.com/cnnnext/dam/assets/141029170112-edward-steichen-black-horizontal-large-gallery.jpg,"This portrait of Model Margaret Horan, which appeared in Vogue on November 1, 1935, shows Steichen's dramatic eye for light and shade.",980.0,552.0,0.31756502389907837,3.7209695e-05,0.039188776,6.523324,949124805115556193
52809,https://smoda.elpais.com/wp-content/uploads/2015/12/021.jpg,"Gerda Wegener, A Summer Day, 1927.",800.0,517.0,0.32844358682632446,9.452733e-05,1.0,6.636916,-7110085350398232355
52919,https://thumbs.werkaandemuur.nl/1/248d41cb48563a13b0da31c757f1009e/817x600/thumbnail/fit.jpg,Sun rays in the forest von Edwin Mooijaart,688.0,600.0,0.31144532561302185,3.2232647e-06,0.059148826,6.56474,-4753226920602128381
53084,https://images.bigcartel.com/product_images/135601980/Pittsburg_1937_NegativeCollection.jpg?auto=format&fit=max&w=900,Image of Two Friends On A Rooftop; Pittsburgh 1937,900.0,632.0,0.3862077593803406,9.1075955e-05,0.4128467,6.592298,-4455560042367164870
53141,https://images.squarespace-cdn.com/content/592ca33737c58112b320c759/1500083985211-K2X9VQMXD4XD9RIB34DI/image-asset.jpeg?content-type=image%2Fjpeg,"Just added a challenger riven main to our teams roster, check us out !  Master or higher staff only.  We specialize in dia+ boosts and coaching.#lolboost #lolcoach #lolcoaching #lolboosting #toplolboost",640.0,640.0,0.2822853624820709,0.0008792579,0.1802934,6.563012,5487460894077635867
53148,http://plusomar.smugmug.com/Portfolio/i-S3xHvrc/1/L/untitled-L.jpg,"3 Kuwaiti men walking in Souk AlMubarakiya, one of the oldest markets in Kuwait.",800.0,534.0,0.32279789447784424,0.00015953183,0.0720473,6.5506983,5564808551002655998
53219,http://fineartimages.dailypaintworks.com/auction_1fd0939a-617c-4e26-a341-13bb7ad337b9.jpg?imageVersion=,"""""""J.M. Barrie"""" original fine art by Raymond Logan""",600.0,600.0,0.36573243141174316,8.690681e-06,0.19273266,6.570619,1726034798828238714
53222,https://sr.gallerix.ru/_EX/1999910576/833941650.jpg,"Carriera, Rosalba - Portrait of a young lady in a dress, trimmed with fur. Hermitage ~ part 06",551.0,700.0,0.3063286244869232,0.00014448166,0.1577494,6.6608777,-5030650053481191413
53250,https://images.fineartamerica.com/images-medium-large-5/serenity-david-d.jpg,Canada Photograph - Serenity by David D,900.0,542.0,0.2917507290840149,1.011107e-05,0.5904194,6.536785,2482566334753178260
53252,https://cdn.gallerix.asia/sr/B/1332529164/39117993.jpg,An Angel. Alessandro Botticelli,530.0,700.0,0.3495830297470093,0.00024718046,0.3789799,6.654092,2962766082359587435
53276,https://www.tate.org.uk/sites/default/files/styles/width-600/public/images/hickswomansmission.jpg,George Elgar Hicks's Woman's Mission and the Apotheosis of the,600.0,766.0,0.31907033920288086,9.370328e-07,0.06621194,6.57692,-7590116704672731463
53279,https://paintingandframe.com/art-imgs/thomas_kinkade/sleeping_beauty-9402.jpg,Sleeping Beauty painting - Thomas Kinkade Sleeping Beauty Art Print,960.0,640.0,0.3324314057826996,0.0001227992,0.042395737,6.5686593,4449033174657827089
53342,"http://4everstatic.com/pictures/850xX/cartoons/anime-and-fantasy/fantasy-land,-view-of-the-landscape,-japanese,-rocky-mountains-230779.jpg","fantasy land, view of the landscape, Japanese, rocky mountains",850.0,531.0,0.3006681203842163,0.000498116,0.09942546,6.5765986,-1963856308126922529
53364,http://www.thisworldrocks.com/wp-content/uploads/2014/05/cable-beach-broome-australia.jpg,cable-beach-broome-australia,868.0,579.0,0.33707499504089355,5.1199113e-05,0.87575734,6.590415,-8213638895507194831
53408,http://images.fineartamerica.com/images-medium-large/appleblossom-william-biscombe-gardner.jpg,Appleblossom Painting,900.0,639.0,0.3074629008769989,1.3552467e-06,0.04685203,6.510239,193919626920672276
53483,https://www.thewhitbyguide.co.uk/wp-content/uploads/2017/03/staithes-whitby.jpg,Staithes webcam,800.0,530.0,0.336854487657547,7.389449e-06,0.3009532,6.657899,-8539356157360826316
53489,https://drscdn.500px.org/photo/9801741/m%3D1170/dc429313e875f945de26d4d6138bea88,Photograph The Sky Goes All The Way Home by Mark Broughton on 500px,900.0,584.0,0.3045807182788849,1.5619375e-05,0.086271815,6.5719604,-4452543996653976002
53493,https://3.bp.blogspot.com/-e3PubkgUDmg/UIVFm1GPBzI/AAAAAAACGwM/P1oVEffLNqM/s1600/William+Whitaker+1943+-+American+Figurative+painter+-+Tutt&,William Whitaker 1943 | American Figurative painter | Painting,600.0,764.0,0.30054545402526855,0.0006330013,0.3154489,6.929134,2927976444887146086
53505,"https://tul.imgix.net/content/article/lakematheson.jpg?auto=format,compress&w=740&h=525&fit=crop",10 New Zealand Natural Wonders To See At Least Once Before You Die,740.0,525.0,0.3321845233440399,7.858021e-06,0.67976904,6.587217,-2080562661403483971
53518,http://1.bp.blogspot.com/-vcslJCU9AtM/UEB1tUZ_j5I/AAAAAAAAEQg/aySgu_NOCjw/s1600/080115104910.jpg,Realistic Painting Mary Jane Ansell,600.0,600.0,0.33900901675224304,0.0013974309,0.23689358,7.0004063,-323760202246177873
53521,https://ansadagroup.com/wp-content/uploads/2020/12/Mountain-Trail-by-Andrew-Kiss.jpg,Mountain Trail by Andrew Kiss,864.0,576.0,0.3041158616542816,3.5947437e-07,0.03497963,6.759488,8166907827134077410
53590,https://images.squarespace-cdn.com/content/5071acaa84aefb9a79a93cf9/1505679866875-0YOTDJNAR3G0RUOSJP04/Young+Girl+small+jpeg+copy.jpg?content-type=image%2Fjpeg,Portrait of a Young Girl,576.0,720.0,0.3102637231349945,2.9142622e-05,0.11776516,7.0165186,2055695643225430225
53610,https://i.pinimg.com/736x/17/9a/e2/179ae2746c74a07234ae4a1a03e0e958.jpg,Taking a break during construction of the Empire State Building,584.0,600.0,0.35919302701950073,8.961078e-05,0.3021232,6.907972,7491720298835445226
53698,https://4.bp.blogspot.com/-lfM8uC50npA/Tf4tYdKJ6JI/AAAAAAAAGZs/oSRp6Mb78ow/s1600/John+Pitre+-+Tutt%2527Art%2540+-+%252814%2529.jpg,John Pitre 1942 | American Surrealist painter,642.0,800.0,0.32138869166374207,0.00048744678,0.12554134,6.8480377,-7669903573748765956
53800,https://d32dm0rphc51dk.cloudfront.net/7ThrIGQFhBwbR1oNvhvRKA/large.jpg,", 'XXII 467 Yangshuo Cormorants, China,' 2005, Atlas Gallery",640.0,512.0,0.34377023577690125,2.1450236e-05,0.09171423,6.9248023,-4267569838593350578
53805,https://render.fineartamerica.com/images/rendered/default/print/6.250/8.000/break/images-medium/an-evening-gossip-joshua-fisher.jpg,Thatched Cottage Art Print featuring the painting An Evening Gossip by Joshua Fisher,599.0,775.0,0.30313417315483093,2.3244273e-07,0.06410576,6.581412,3658078456435799964
53806,https://drscdn.500px.org/photo/8401899/m%3D1170/e9b61f73b7bb6bba0557483699842153,Photograph Satay seller [ B&W Version ] by Saelanwangsa  on 500px,700.0,544.0,0.3082619309425354,0.00023326278,0.61461544,6.63996,-3381403999084396185
53838,https://render.fineartamerica.com/images/rendered/default/print/5.375/8.000/break/images-medium-5/model-against-the-dark-background-2002-denis-chernov.jpg,Art Print featuring the drawing Model Against The Dark Background 2002 by Denis Chernov,542.0,800.0,0.30345579981803894,0.032191873,,6.567533,-4020924849466266198
53989,https://rceliamendonca.files.wordpress.com/2013/01/v-reggianini_a_captive_audience_thumb.jpg?w=715&,V. Reggianini_A_Captive_Audience,715.0,573.0,0.31273457407951355,4.5518067e-05,0.03449759,6.670348,-4319954361636858991
53998,https://images.template.net/wp-content/uploads/2014/12/Figurative-art-Painting-Joshua-Bronaugh.jpg,figurative art painting joshua bronaugh,680.0,600.0,0.30105656385421753,7.111198e-06,0.4711953,6.5080094,6553026171818955436
54002,https://paintingandframe.com/art-imgs/thomas_kinkade/evening_on_the_avenue-9473.jpg,Evening on The Avenue painting - Thomas Kinkade Evening on The Avenue Art Print,960.0,643.0,0.3791223168373108,8.844131e-06,0.08730865,6.781251,7988876579557889527
54035,https://i0.wp.com/doodlewash.com/wp-content/uploads/2018/03/MG_3956.jpg?w=602&h=807&ssl=1,#WorldWatercolorGroup - Watercolor painting by Bakhtiyor Kadirov - Doodlewash,602.0,807.0,0.30156004428863525,6.487261e-08,0.092298254,7.111974,-2804917684672922434
54153,https://www.boredpanda.com/blog/wp-content/uploads/2014/12/night-sky-photography-southern-milky-way__880.jpg,"Southern Milky Way (Patagonia, Argentina)",880.0,516.0,0.33017298579216003,4.952783e-06,0.12316934,6.6740494,-8161046834971491702
54211,https://images.ctfassets.net/pvkenuwtinkd/4KIskItnRsm6ZXnGlPjDea/762b032320d0af23d219833462a77157/Zelt_unter_Sternen_GettyImages-576583816.jpg?q=80&w=800,A tent under the stars Outdoor history GettyImages-576583816,800.0,565.0,0.32323405146598816,3.935616e-06,0.10613684,6.625645,1710117240184479586
54239,https://playhausmagdotcom.files.wordpress.com/2015/11/tommy-marr-italian-style-editorial-008.jpeg?w=810&,Tommy-Marr-Italian-Style-editorial-008,810.0,578.0,0.28826865553855896,0.0021543205,0.35648906,6.5116215,-3608105105695852461
54308,https://loadedlandscapes.com/wp-content/uploads/2016/10/3-3.jpg,Guide to Photographing Watkins Glen State Park (New York),800.0,533.0,0.3363490104675293,5.7769732e-05,0.14055333,6.602252,5974289139773782534
54368,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/1241b1ab-eee5-4e7a-8674-c2bf0f5b38aa/d9n47i0-e49e3030-8f55-4661-b583-f2e8a3b98f7d.png/v1/fill/w_800,h_571,q_75,strp/fox_by_gralmaka-d9n47i0.png?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwic3ViIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsImF1ZCI6WyJ1cm46c2VydmljZTppbWFnZS5vcGVyYXRpb25zIl0sIm9iaiI6W1t7InBhdGgiOiIvZi8xMjQxYjFhYi1lZWU1LTRlN2EtODY3NC1jMmJmMGY1YjM4YWEvZDluNDdpMC1lNDllMzAzMC04ZjU1LTQ2NjEtYjU4My1mMmU4YTNiOThmN2QucG5nIiwid2lkdGgiOiI8PTgwMCIsImhlaWdodCI6Ijw9NTcxIn1dXX0.K7T3uxlbaV8SzBwPW9msqxdGOJE1hK4tYTcoLo3w_68",Fox by GralMaka,800.0,571.0,0.30647793412208557,0.00020986795,0.24008486,6.6057673,-6154033845661355081
54488,https://dsv-media-premium.azureedge.net/~/media/corporate/news/newsroomimages/com/2020/02/dsv-panalpina-releases-responsibility-report-for-2019.png?sc_lang=en&revision=b9a25013-bd1d-47a9-8525-05871f820349,DSV Panalpina releases Responsibility Report for 2019,800.0,534.0,0.3285801410675049,6.330077e-05,0.1711463,6.503986,7486202804976191522
54516,https://i.pinimg.com/736x/0f/52/e7/0f52e793652bdae1caa5b6fbbfedd58f--abandoned-houses-abandoned-places.jpg,A beautiful collection of urban decay photos. Strange how lovely decay can be.,600.0,900.0,0.31722772121429443,3.666374e-07,0.049085163,6.6863966,-5667469766373402173
54642,https://mdl.artvee.com/sftb/203474fg.jpg,"Edwin Lord Weeks - Portico Of A Mosque, Ahmedabad",650.0,800.0,0.3167688250541687,7.2597464e-07,0.011856171,6.5483785,-6970167760818962046
54659,https://secureservercdn.net/184.168.47.225/eb8.ef0.myftpupload.com/wp-content/uploads/2019/12/FFVII_AERITH_3-scaled.png?time=1575850229,Final Fantasy VII Remake Reveals Official Aerith-Inspired Jewelry,1024.0,576.0,0.35455238819122314,0.008219361,0.09862556,6.704409,5698451790963276410
54696,http://halevylife.com/wp-content/uploads/2016/04/8d19c03bb4d05a87c78615454d7398f7.jpg,Chinese weightlifting system,736.0,551.0,0.35622766613960266,0.009105146,0.22950546,6.573651,4008012997718159952
54698,https://images.fineartamerica.com/images/artworkimages/mediumlarge/1/old-tucson-marilyn-smith.jpg,Old Tucson Painting - Old Tucson by Marilyn Smith,900.0,574.0,0.35488438606262207,8.4545746e-07,0.013091691,6.882693,2270425778270650349
54774,https://i0.wp.com/vamers.com/wp-content/uploads/2013/09/Vamers-Atristry-Marvel-and-DC-Superheroes-Walk-Their-Children-to-School-Art-by-Andry-Rajoelina-Marvel-Mr-Fantastic-and-Invisible-Woman-with-Franklin-Richards.jpg?resize=600%2C600,Vamers - Atristry - Marvel and DC Superheroes Walk Their Children to School - Art by Andry Rajoelina - Marvel - Mr Fantastic and Invisible Woman with Franklin Richards,600.0,600.0,0.3411007225513458,7.630217e-05,0.16248082,6.5215635,4075590850869860681
54891,https://images.squarespace-cdn.com/content/565a1ea9e4b0f0c1a0216d38/1523968746702-VSEU5CLMIL0K18PI89F9/?content-type=image%2Fpng,""""""""""""""" The Dance of Angels """""""", David A Hardy, based on the short SF story by Kelvin F.Long""""""",900.0,645.0,0.29400548338890076,0.00021755695,0.26674154,6.603715,7008039004700775611
54913,https://uploads4.wikiart.org/images/frits-thaulow/the-priest.jpg!Large.jpg,The Priest - Frits Thaulow,750.0,599.0,0.3051382601261139,6.043028e-06,0.03383523,6.668465,7134697058384843029
55054,https://erinbabnik.com/wp-content/uploads/2017/11/XavierJamonetLostInIceland.jpg,Iceland Highlands Adventure Workshop 2018 - Photography Workshops by Erin Babnik,900.0,600.0,0.3136441707611084,7.037277e-06,0.68007576,6.957906,-3926343016392503211
55058,https://m.psecn.photoshelter.com/img-get2/I0000EuQ5pD8v7gA/fit=1000x750/American-beech-4.jpg,"American Beech<br /> There is something truly unique to this fine art piece from Jan Keteleer. We see a strange blend of images, including a moon. We see a haze of the autumn season covering everything. There is something about this piece that evokes the places we visit in our dreams. There is no question that this piece can also connect us to images and memories that dominated our childhoods. You will love the fact that this piece can work in just about any space you can imagine. It is ideal for anyone who prides themselves on having truly unique taste, when it comes to singular examples of art.<br /> <br /> BUY THIS PRINT AT<br /> <br /> FINE ART AMERICA<br /> ENGLISH<br /> https://janke.pixels.com/featured/dream-landscape-with-full-moon-jan-keteleer.html<br /> <br /> <br /> WADM / OH MY PRINTS<br /> DUTCH / FRENCH / GERMAN<br /> https://www.werkaandemuur.nl/nl/shopwerk/Droomlandschap---Landschap-vanuit-je-dromen-met-een-volle-maan-en-de-zeee/434793/134",750.0,750.0,0.2905707359313965,6.627218e-07,0.13380508,6.991605,-8573508807732792923
55286,http://www.southwestart.com/wp-content/uploads/Romona-Youngquist-Morning.jpeg.jpg,"Romona Youngquist, Summer Cottage, oil, 16 x 20.",600.0,742.0,0.3042755126953125,2.754396e-07,0.045774568,6.887916,7118588714350867512
55376,https://drscdn.500px.org/photo/83629231/m=900/3582b17941b5225ecea896731dd140be,Photograph I am a Hero by Marina Gondra on 500px,900.0,600.0,0.3033612370491028,8.1068265e-06,0.8410628,6.6631413,-2314451139802548733
55476,http://2.bp.blogspot.com/-CUA5JzvB2zk/ULH3jPwb4cI/AAAAAAACPOQ/OrxTYMGIG2o/s1600/Eugene+Paprocki+1971+-+American+Impressionist+painter+Tutt&,Eugene Paprocki 1971 ~ American painter | The impressionist city,840.0,658.0,0.33049559593200684,2.8901316e-06,0.10040996,7.184422,-6971039587718900516
55506,https://www.comingsoon.net/assets/uploads/gallery/star-wars-land/sadkjhr87960908.jpg,Star Wars: Galaxy's Edge,800.0,552.0,0.3059600293636322,0.00021442771,0.08343788,6.506284,5249126613363781149
55561,http://alexbochard.com/wp-content/uploads/2017/11/03johnny-cash-1.jpg,03johnny cash,544.0,936.0,0.3096810281276703,1.8450744e-05,0.46193433,6.628977,-7933181340844654303
55760,https://i.pinimg.com/736x/db/75/fd/db75fdd8b82d6174d93bba0d7df22e85.jpg,Daily Indian life- Indian painting #incredible #indian #architecture,602.0,900.0,0.33402544260025024,7.429087e-05,0.08121513,6.5926385,-8444182817924843550
